sample_id,wav_path,start_time,end_time,tone,vowel,char,pinyin,region,site,speaker_id,paper_region,f1_mean_hz,f1_std_hz,f2_mean_hz,f2_std_hz,f3_mean_hz,f3_std_hz
0712_row_00002314,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/01当涂/04博望/003石勇成/ch1/0376.wav,0.70707,1.04966,低元音,a,南,201DTbwqm10376南,01当涂,04博望,003石勇成,01当涂,230.94395446777344,51.471168518066406,967.5331420898438,697.2584228515625,2265.517822265625,278.4922180175781
0712_row_00002315,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/01当涂/04博望/003石勇成/ch1/0391.wav,0.54859,0.93858,低元音,a,三,,01当涂,04博望,003石勇成,01当涂,263.40765380859375,156.34031677246094,978.8257446289062,528.2805786132812,2115.684814453125,432.3754577636719
0712_row_00002316,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/01当涂/04博望/003石勇成/ch1/0393.wav,0.61812,0.82988,低元音,a,敢,201DTbwqm10393敢,01当涂,04博望,003石勇成,01当涂,324.5877990722656,57.40959930419922,796.881591796875,45.63275909423828,2189.59716796875,83.8072280883789
0712_row_00002317,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/01当涂/04博望/003石勇成/ch1/0394.wav,0.65067,1.05284,低元音,a,喊,,01当涂,04博望,003石勇成,01当涂,340.87603759765625,320.8036804199219,1087.907470703125,488.36114501953125,1965.7574462890625,295.9210205078125
0712_row_00002318,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/01当涂/04博望/003石勇成/ch1/0397.wav,0.61337,0.888,低元音,a,赚,201DTbwqm10397赚,01当涂,04博望,003石勇成,01当涂,277.1413879394531,73.2159423828125,1916.070068359375,210.1446075439453,2300.577392578125,125.35662078857422
0712_row_00002319,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/01当涂/04博望/003石勇成/ch1/0399.wav,0.70302,1.04379,低元音,a,减,201DTbwqm10399减,01当涂,04博望,003石勇成,01当涂,317.7359313964844,208.24574279785156,1598.990478515625,819.2523193359375,2781.430908203125,395.3880310058594
0712_row_00002320,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/01当涂/04博望/003石勇成/ch1/0400.wav,1.09447,1.42266,低元音,a,咸,,01当涂,04博望,003石勇成,01当涂,520.594482421875,199.74803161621094,1337.5418701171875,555.6398315429688,2101.10205078125,351.3160705566406
0712_row_00002321,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/01当涂/04博望/003石勇成/ch1/0401.wav,1.105,1.36278,低元音,a,插,,01当涂,04博望,003石勇成,01当涂,330.501708984375,192.37527465820312,1103.2496337890625,459.68841552734375,1829.6552734375,631.515625
0712_row_00002322,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/01当涂/04博望/003石勇成/ch1/0405.wav,1.06351,1.36622,低元音,a,监,201DTbwqm10405监,01当涂,04博望,003石勇成,01当涂,363.947998046875,279.4319763183594,1874.9345703125,649.2562255859375,2877.932861328125,285.3665771484375
0712_row_00002323,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/01当涂/04博望/003石勇成/ch1/0406.wav,1.25034,1.54395,低元音,a,岩,201DTbwqm10406岩,01当涂,04博望,003石勇成,01当涂,231.55247497558594,54.88931655883789,1277.755859375,1013.7142333984375,2785.650390625,432.7956848144531
0712_row_00002324,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/01当涂/04博望/003石勇成/ch1/0407.wav,1.1063,1.35779,低元音,a,甲,201DTbwqm10407甲,01当涂,04博望,003石勇成,01当涂,211.7701416015625,124.431884765625,870.2791748046875,412.04742431640625,1628.317626953125,493.0633544921875
0712_row_00002325,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/01当涂/04博望/003石勇成/ch1/0411.wav,0.78568,1.21811,高元音,i,签,,01当涂,04博望,003石勇成,01当涂,278.1668701171875,91.40151977539062,1658.6396484375,700.7286376953125,2757.611328125,346.04669189453125
0712_row_00002326,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/01当涂/04博望/003石勇成/ch1/0412.wav,0.62219,0.94882,低元音,a,占,201DTbwqm10412占,01当涂,04博望,003石勇成,01当涂,240.91668701171875,90.87310791015625,783.4000854492188,396.08868408203125,1882.564453125,343.5870361328125
0712_row_00002327,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/01当涂/04博望/003石勇成/ch1/0413.wav,0.61077,0.91739,低元音,a,染,201DTbwqm10413染,01当涂,04博望,003石勇成,01当涂,249.09339904785156,22.988800048828125,1993.4053955078125,530.8084716796875,2328.259033203125,120.6293716430664
0712_row_00002328,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/01当涂/04博望/003石勇成/ch1/0418.wav,0.78119,1.11917,低元音,a,炎,201DTbwqm10418炎,01当涂,04博望,003石勇成,01当涂,208.0021209716797,60.57089614868164,1217.711181640625,1004.8887939453125,2749.09814453125,419.42303466796875
0712_row_00002329,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/01当涂/04博望/003石勇成/ch1/0419.wav,1.08996,1.41975,低元音,a,盐,201DTbwqm10419盐,01当涂,04博望,003石勇成,01当涂,217.685302734375,50.19126892089844,1243.973388671875,961.896728515625,2707.769775390625,399.060791015625
0712_row_00002330,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/01当涂/04博望/003石勇成/ch1/0421.wav,0.77651,0.96231,中高元音,ə,折,201DTbwqm10421折,01当涂,04博望,003石勇成,01当涂,333.1752624511719,164.54393005371094,931.7498779296875,516.728759765625,1807.7314453125,704.1524047851562
0712_row_00002331,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/01当涂/04博望/003石勇成/ch1/0422.wav,0.63463,0.85489,高元音,i,叶,201DTbwqm10422叶,01当涂,04博望,003石勇成,01当涂,265.9505615234375,175.1934356689453,869.4315795898438,682.361328125,2168.497314453125,589.8318481445312
0712_row_00002332,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/01当涂/04博望/003石勇成/ch1/0425.wav,0.95063,1.27889,低元音,a,严,201DTbwqm10425严,01当涂,04博望,003石勇成,01当涂,201.50283813476562,54.82899475097656,1088.9970703125,956.5639038085938,2599.988037109375,421.5531005859375
0712_row_00002333,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/01当涂/04博望/003石勇成/ch1/0434.wav,0.88155,1.09441,高元音,i,贴,201DTbwqm10434贴,01当涂,04博望,003石勇成,01当涂,232.98040771484375,87.25180053710938,763.216552734375,493.72601318359375,2052.353759765625,333.0452880859375
0712_row_00002334,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/01当涂/04博望/003石勇成/ch1/0440.wav,0.82098,1.16437,高元音,i,林,201DTbwqm10440林,01当涂,04博望,003石勇成,01当涂,246.470947265625,48.87709426879883,1106.4793701171875,639.7669677734375,2328.104248046875,413.91583251953125
0712_row_00002335,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/01当涂/04博望/003石勇成/ch1/0442.wav,0.40455,0.88933,高元音,i,心,,01当涂,04博望,003石勇成,01当涂,290.0366516113281,143.57211303710938,1371.12744140625,551.1780395507812,2334.5908203125,465.93975830078125
0712_row_00002336,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/01当涂/04博望/003石勇成/ch1/0443.wav,0.48207,0.87817,高元音,y,寻,,01当涂,04博望,003石勇成,01当涂,240.41134643554688,95.65119171142578,913.6444702148438,595.4354248046875,2085.387451171875,405.5890197753906
0712_row_00002337,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/01当涂/04博望/003石勇成/ch1/0445.wav,0.83463,1.23971,低元音,a,参,,01当涂,04博望,003石勇成,01当涂,286.1846008300781,128.8768310546875,1163.9427490234375,459.8051452636719,2076.042724609375,580.0264892578125
0712_row_00002338,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/01当涂/04博望/003石勇成/ch1/0448.wav,1.23131,1.50086,高元音,i,任,201DTbwqm10448任,01当涂,04博望,003石勇成,01当涂,239.1161346435547,43.8103141784668,657.9127807617188,427.19171142578125,1896.1556396484375,357.4726257324219
0712_row_00002339,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/01当涂/04博望/003石勇成/ch1/0459.wav,0.67428,0.93544,高元音,i,及,,01当涂,04博望,003石勇成,01当涂,262.5220947265625,117.55559539794922,1179.16796875,636.777099609375,2175.0732421875,461.1673278808594
0712_row_00002340,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/01当涂/04博望/003石勇成/ch1/0461.wav,0.59937,0.86011,低元音,a,单,201DTbwqm10461单,01当涂,04博望,003石勇成,01当涂,202.2301788330078,60.325439453125,716.5404052734375,276.9358825683594,1830.9853515625,175.62176513671875
0712_row_00002341,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/01当涂/04博望/003石勇成/ch1/0463.wav,0.71489,1.08121,低元音,a,弹,,01当涂,04博望,003石勇成,01当涂,344.87420654296875,249.63494873046875,1171.86181640625,573.8916625976562,2116.15234375,363.4118957519531
0712_row_00002342,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/01当涂/04博望/003石勇成/ch1/0464.wav,0.64002,0.973,低元音,a,难,201DTbwqm10464难,01当涂,04博望,003石勇成,01当涂,238.43060302734375,139.46873474121094,921.0444946289062,396.2398986816406,1929.8770751953125,190.4056854248047
0712_row_00002343,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/01当涂/04博望/003石勇成/ch1/0468.wav,0.48584,0.92215,低元音,a,伞,,01当涂,04博望,003石勇成,01当涂,356.51690673828125,183.24298095703125,1060.1324462890625,499.9730529785156,2159.228759765625,350.4042053222656
0712_row_00002344,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/01当涂/04博望/003石勇成/ch1/0469.wav,0.71935,1.00191,低元音,a,肝,201DTbwqm10469肝,01当涂,04博望,003石勇成,01当涂,334.83074951171875,83.71742248535156,784.873779296875,52.8032112121582,2156.35986328125,141.95449829101562
0712_row_00002345,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/01当涂/04博望/003石勇成/ch1/0470.wav,0.71277,1.04213,低元音,a,看,,01当涂,04博望,003石勇成,01当涂,311.751220703125,92.63188934326172,753.5326538085938,131.6580047607422,2136.782958984375,319.30621337890625
0712_row_00002346,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/01当涂/04博望/003石勇成/ch1/0472.wav,1.36824,1.69044,低元音,a,汉,,01当涂,04博望,003石勇成,01当涂,432.2879333496094,283.9182434082031,1246.7470703125,537.9517822265625,2078.595458984375,327.37408447265625
0712_row_00002347,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/01当涂/04博望/003石勇成/ch1/0474.wav,0.655,0.99789,低元音,a,安,201DTbwqm10474安,01当涂,04博望,003石勇成,01当涂,199.56967163085938,39.83784103393555,810.0189819335938,255.43960571289062,1791.0430908203125,161.178955078125
0712_row_00002348,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/01当涂/04博望/003石勇成/ch1/0476.wav,0.86806,1.14995,低元音,a,辣,,01当涂,04博望,003石勇成,01当涂,302.5873718261719,150.69850158691406,1035.2310791015625,224.8665008544922,2058.3984375,601.6744384765625
0712_row_00002349,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/01当涂/04博望/003石勇成/ch1/0483.wav,0.58549,1.03662,低元音,a,山,,01当涂,04博望,003石勇成,01当涂,329.23388671875,320.1681823730469,987.34130859375,567.0829467773438,2135.92431640625,528.5506591796875
0712_row_00002350,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/01当涂/04博望/003石勇成/ch1/0485.wav,1.39856,1.72033,低元音,a,间,201DTbwqm10485间,01当涂,04博望,003石勇成,01当涂,284.51953125,137.49571228027344,1383.04345703125,801.6241455078125,2619.081298828125,358.2330322265625
0712_row_00002351,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/01当涂/04博望/003石勇成/ch1/0488.wav,0.65619,0.81944,低元音,a,八,201DTbwqm10488八,01当涂,04博望,003石勇成,01当涂,447.6046142578125,241.15185546875,911.8463134765625,226.2506103515625,1805.2896728515625,700.5919189453125
0712_row_00002352,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/01当涂/04博望/003石勇成/ch1/0490.wav,0.62108,0.98058,低元音,a,杀,,01当涂,04博望,003石勇成,01当涂,434.33209228515625,445.429443359375,1272.6937255859375,548.6368408203125,2238.09423828125,822.1609497070312
0712_row_00002353,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/01当涂/04博望/003石勇成/ch1/0495.wav,0.58126,0.91135,低元音,a,颜,201DTbwqm10495颜,01当涂,04博望,003石勇成,01当涂,240.4345703125,46.629302978515625,1788.2777099609375,722.5422973632812,2898.2373046875,357.57049560546875
0712_row_00002354,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/01当涂/04博望/003石勇成/ch1/0499.wav,0.46761,0.77194,高元音,i,便,,01当涂,04博望,003石勇成,01当涂,317.4542236328125,228.0831756591797,1535.0042724609375,832.3064575195312,2509.242431640625,352.79144287109375
0712_row_00002355,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/01当涂/04博望/003石勇成/ch1/0500.wav,0.52098,0.88371,高元音,i,棉,,01当涂,04博望,003石勇成,01当涂,220.04498291015625,48.63277816772461,887.0805053710938,792.128662109375,2419.2607421875,268.66998291015625
0712_row_00002356,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/01当涂/04博望/003石勇成/ch1/0501.wav,0.43419,0.72806,高元音,i,面,201DTbwqm10501面,01当涂,04博望,003石勇成,01当涂,222.57432556152344,30.272916793823242,694.387939453125,606.166015625,2264.052001953125,222.74026489257812
0712_row_00002357,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/01当涂/04博望/003石勇成/ch1/0506.wav,0.39771,0.87122,高元音,i,鲜,,01当涂,04博望,003石勇成,01当涂,303.65472412109375,128.02496337890625,1794.1241455078125,459.7005920410156,2791.709228515625,321.6999206542969
0712_row_00002358,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/01当涂/04博望/003石勇成/ch1/0510.wav,0.77798,1.27053,低元音,a,扇,,01当涂,04博望,003石勇成,01当涂,314.1222839355469,94.68265533447266,2076.548583984375,229.53831481933594,2416.604248046875,125.63479614257812
0712_row_00002359,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/01当涂/04博望/003石勇成/ch1/0511.wav,0.71048,1.16149,低元音,a,善,,01当涂,04博望,003石勇成,01当涂,235.0147705078125,66.41485595703125,986.995361328125,421.5050964355469,2105.788818359375,460.6787109375
0712_row_00002360,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/01当涂/04博望/003石勇成/ch1/0514.wav,0.68068,0.97861,中高元音,e,别,,01当涂,04博望,003石勇成,01当涂,226.74317932128906,102.12361907958984,699.8859252929688,460.3353576660156,1916.7763671875,172.0098114013672
0712_row_00002361,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/01当涂/04博望/003石勇成/ch1/0519.wav,1.41588,1.81285,中高元音,ə,设,,01当涂,04博望,003石勇成,01当涂,429.176513671875,270.8386535644531,1358.8875732421875,520.8170776367188,2493.90185546875,830.1369018554688
0712_row_00002362,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/01当涂/04博望/003石勇成/ch1/0529.wav,0.69363,1.04595,高元音,i,面,201DTbwqm10529面,01当涂,04博望,003石勇成,01当涂,234.3277130126953,33.46556091308594,820.5331420898438,767.1162719726562,2442.721435546875,277.24395751953125
0712_row_00002363,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/01当涂/04博望/003石勇成/ch1/0546.wav,0.74629,0.95175,中高元音,e,铁,201DTbwqm10546铁,01当涂,04博望,003石勇成,01当涂,307.8226623535156,112.0128173828125,1097.11669921875,693.3660278320312,2193.128173828125,387.76580810546875
0712_row_00002364,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/01当涂/04博望/003石勇成/ch1/0547.wav,0.925,1.21272,高元音,i,捏,201DTbwqm10547捏,01当涂,04博望,003石勇成,01当涂,219.15695190429688,32.575191497802734,697.836181640625,431.2289123535156,2056.052734375,270.30059814453125
0712_row_00002365,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/01当涂/04博望/003石勇成/ch1/0557.wav,0.79852,1.08817,低元音,a,端,201DTbwqm10557端,01当涂,04博望,003石勇成,01当涂,227.06695556640625,31.37615394592285,624.3470458984375,695.0133056640625,2124.378173828125,118.29767608642578
0712_row_00002366,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/01当涂/04博望/003石勇成/ch1/0558.wav,0.85845,1.16701,低元音,a,短,201DTbwqm10558短,01当涂,04博望,003石勇成,01当涂,246.658447265625,34.941871643066406,627.568115234375,619.8150634765625,2076.310791015625,173.09776306152344
0712_row_00002367,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/01当涂/04博望/003石勇成/ch1/0559.wav,0.77211,1.10734,低元音,a,断,,01当涂,04博望,003石勇成,01当涂,254.3515625,98.44638061523438,1009.2789306640625,779.963134765625,2154.757080078125,259.42779541015625
0712_row_00002368,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/01当涂/04博望/003石勇成/ch1/0567.wav,0.72951,1.04758,低元音,a,完,201DTbwqm10567完,01当涂,04博望,003石勇成,01当涂,229.5810546875,46.699684143066406,643.7518920898438,117.19953155517578,1672.14990234375,327.9195556640625
0712_row_00002369,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/01当涂/04博望/003石勇成/ch1/0568.wav,0.55662,0.95716,低元音,a,换,,01当涂,04博望,003石勇成,01当涂,307.0953674316406,202.05221557617188,693.1349487304688,130.05575561523438,2060.0791015625,345.2384338378906
0712_row_00002370,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/01当涂/04博望/003石勇成/ch1/0579.wav,0.83494,1.19211,低元音,a,挖,201DTbwqm10579挖,01当涂,04博望,003石勇成,01当涂,271.96282958984375,213.74179077148438,765.8878784179688,161.8421630859375,1540.714599609375,587.52783203125
0712_row_00002371,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/01当涂/04博望/003石勇成/ch1/0583.wav,1.12699,1.43578,低元音,a,还,201DTbwqm10583还,01当涂,04博望,003石勇成,01当涂,332.0419616699219,189.27099609375,954.0008544921875,344.4961853027344,1859.8812255859375,275.6427307128906
0712_row_00002372,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/01当涂/04博望/003石勇成/ch1/0584.wav,0.59524,0.83464,低元音,a,还,201DTbwqm10584还,01当涂,04博望,003石勇成,01当涂,366.79815673828125,263.9987487792969,905.4696655273438,196.8303985595703,1573.72265625,555.736328125
0712_row_00002373,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/01当涂/04博望/003石勇成/ch1/0585.wav,0.82419,1.11608,低元音,a,弯,201DTbwqm10585弯,01当涂,04博望,003石勇成,01当涂,220.35206604003906,69.12848663330078,647.3500366210938,129.23202514648438,1550.3221435546875,197.94705200195312
0712_row_00002374,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/01当涂/04博望/003石勇成/ch1/0587.wav,0.86377,1.03737,低元音,a,刮,201DTbwqm10587刮,01当涂,04博望,003石勇成,01当涂,286.7351989746094,70.2309341430664,699.502197265625,77.84916687011719,1242.0953369140625,432.23284912109375
0712_row_00002375,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/01当涂/04博望/003石勇成/ch1/0590.wav,0.80164,1.13095,低元音,a,转,201DTbwqm10590转,01当涂,04博望,003石勇成,01当涂,279.0054931640625,76.77521514892578,2014.4229736328125,190.0558319091797,2344.600830078125,237.64195251464844
0712_row_00002376,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/01当涂/04博望/003石勇成/ch1/0591.wav,0.70712,1.16254,低元音,a,传,,01当涂,04博望,003石勇成,01当涂,265.7297668457031,66.69013214111328,1451.2996826171875,693.2456665039062,2174.214111328125,177.6982421875
0712_row_00002377,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/01当涂/04博望/003石勇成/ch1/0592.wav,1.78834,2.1807,低元音,a,传,,01当涂,04博望,003石勇成,01当涂,275.0621337890625,78.31326293945312,1519.727294921875,743.03662109375,2170.944091796875,144.70436096191406
0712_row_00002378,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/01当涂/04博望/003石勇成/ch1/0593.wav,1.12032,1.4632,低元音,a,砖,201DTbwqm10593砖,01当涂,04博望,003石勇成,01当涂,268.9171447753906,41.6063232421875,1881.835205078125,282.738525390625,2267.1572265625,224.5257110595703
0712_row_00002379,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/01当涂/04博望/003石勇成/ch1/0594.wav,1.11153,1.47166,低元音,a,船,,01当涂,04博望,003石勇成,01当涂,257.7345275878906,81.36865234375,1039.7747802734375,690.6200561523438,2182.41357421875,119.98445892333984
0712_row_00002380,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/01当涂/04博望/003石勇成/ch1/0597.wav,0.79357,1.22885,高元音,u,圈,,01当涂,04博望,003石勇成,01当涂,290.9460754394531,77.66653442382812,1721.1622314453125,405.8428039550781,2230.69921875,240.03407287597656
0712_row_00002381,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/01当涂/04博望/003石勇成/ch1/0601.wav,0.49349,0.96119,高元音,i,铅,,01当涂,04博望,003石勇成,01当涂,245.82675170898438,88.91295623779297,1246.216064453125,813.9111938476562,2607.10302734375,303.469970703125
0712_row_00002382,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/01当涂/04博望/003石勇成/ch1/0602.wav,1.52679,1.66026,高元音,y,绝,201DTbwqm10602绝,01当涂,04博望,003石勇成,01当涂,319.3087158203125,120.35643768310547,956.736572265625,618.003173828125,1928.140625,262.9131774902344
0712_row_00002383,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/01当涂/04博望/003石勇成/ch1/0603.wav,0.85075,1.15664,高元音,y,雪,,01当涂,04博望,003石勇成,01当涂,312.7466125488281,191.96388244628906,1198.6954345703125,590.6883544921875,2421.91259765625,442.065673828125
0712_row_00002384,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/01当涂/04博望/003石勇成/ch1/0607.wav,1.14414,1.48744,低元音,a,晚,201DTbwqm10607晚,01当涂,04博望,003石勇成,01当涂,316.1305847167969,165.8883514404297,911.8162841796875,341.3153381347656,1936.981201171875,253.83685302734375
0712_row_00002385,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/01当涂/04博望/003石勇成/ch1/0608.wav,1.04697,1.29657,低元音,a,万,201DTbwqm10608万,01当涂,04博望,003石勇成,01当涂,216.90843200683594,75.9622573852539,681.0595092773438,136.37245178222656,1692.9111328125,199.0040740966797
0712_row_00002386,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/01当涂/04博望/003石勇成/ch1/0614.wav,0.88353,1.21469,低元音,a,发,,01当涂,04博望,003石勇成,01当涂,375.23541259765625,339.53729248046875,1170.227294921875,507.7547607421875,1902.8265380859375,769.7947998046875
0712_row_00002387,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/01当涂/04博望/003石勇成/ch1/0617.wav,0.86724,1.12471,高元音,y,月,201DTbwqm10617月,01当涂,04博望,003石勇成,01当涂,237.84213256835938,85.43303680419922,936.0945434570312,569.720458984375,1937.6168212890625,205.53680419921875
0712_row_00002388,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/01当涂/04博望/003石勇成/ch1/0618.wav,1.40364,1.68646,中高元音,e,越,,01当涂,04博望,003石勇成,01当涂,216.09756469726562,30.41880226135254,954.3737182617188,441.2626647949219,1967.3812255859375,192.69627380371094
0712_row_00002389,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/01当涂/04博望/003石勇成/ch1/0620.wav,0.84161,0.99016,中高元音,e,决,201DTbwqm10620决,01当涂,04博望,003石勇成,01当涂,346.43609619140625,196.37721252441406,1345.96923828125,519.900634765625,2257.645263671875,286.4546813964844
0712_row_00002390,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/01当涂/04博望/003石勇成/ch1/0624.wav,1.10125,1.38177,中高元音,ə,根,201DTbwqm10624根,01当涂,04博望,003石勇成,01当涂,266.4797058105469,166.31605529785156,975.9110107421875,370.1127014160156,1783.76611328125,305.8595275878906
0712_row_00002391,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/01当涂/04博望/003石勇成/ch1/0625.wav,1.41344,1.79713,中高元音,ə,恨,,01当涂,04博望,003石勇成,01当涂,553.7904052734375,355.7427673339844,1333.640625,339.3093566894531,2126.9052734375,359.02069091796875
0712_row_00002392,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/01当涂/04博望/003石勇成/ch1/0628.wav,0.70488,1.06305,高元音,i,民,201DTbwqm10628民,01当涂,04博望,003石勇成,01当涂,239.8397674560547,40.91731643676758,1086.646728515625,461.29119873046875,2230.664306640625,328.85150146484375
0712_row_00002393,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/01当涂/04博望/003石勇成/ch1/0630.wav,0.61742,0.94116,高元音,i,进,201DTbwqm10630进,01当涂,04博望,003石勇成,01当涂,252.93568420410156,58.940643310546875,968.7850952148438,507.63922119140625,2321.872802734375,300.3689880371094
0712_row_00002394,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/01当涂/04博望/003石勇成/ch1/0632.wav,0.46981,0.9893,高元音,i,新,,01当涂,04博望,003石勇成,01当涂,280.9137878417969,152.30316162109375,1425.2286376953125,648.404296875,2412.19873046875,459.5491638183594
0712_row_00002395,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/01当涂/04博望/003石勇成/ch1/0640.wav,1.06482,1.37621,高元音,i,认,201DTbwqm10640认,01当涂,04博望,003石勇成,01当涂,213.33447265625,42.24573516845703,969.0863037109375,569.6864013671875,2065.350341796875,514.509765625
0712_row_00002396,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/01当涂/04博望/003石勇成/ch1/0654.wav,0.68112,1.01213,高元音,i,日,,01当涂,04博望,003石勇成,01当涂,281.8852844238281,116.7520523071289,999.2813720703125,355.2546691894531,1950.3524169921875,659.7664794921875
0712_row_00002397,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/01当涂/04博望/003石勇成/ch1/0658.wav,0.91351,1.20133,高元音,i,劲,201DTbwqm10658劲,01当涂,04博望,003石勇成,01当涂,360.6398010253906,442.519287109375,1113.701904296875,758.7228393554688,2265.30029296875,575.0720825195312
0712_row_00002398,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/01当涂/04博望/003石勇成/ch1/0660.wav,0.95212,1.35546,高元音,i,近,,01当涂,04博望,003石勇成,01当涂,265.17877197265625,80.06433868408203,1010.2302856445312,521.0621337890625,2292.8427734375,225.2491912841797
0712_row_00002399,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/01当涂/04博望/003石勇成/ch1/0662.wav,0.84321,1.16419,中高元音,ə,本,201DTbwqm10662本,01当涂,04博望,003石勇成,01当涂,203.70059204101562,24.128137588500977,1070.66064453125,410.2010498046875,1861.0242919921875,439.9529113769531
0712_row_00002400,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/01当涂/04博望/003石勇成/ch1/0664.wav,0.50212,0.87582,中高元音,ə,门,,01当涂,04博望,003石勇成,01当涂,207.2877960205078,45.85265350341797,1110.1690673828125,310.68780517578125,1917.34814453125,487.83258056640625
