sample_id,wav_path,start_time,end_time,tone,vowel,char,pinyin,region,site,speaker_id
0712_row_00012960,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/04青阳/03新河/02罗国胜/ch1/1226.wav,0.5791,1.05787,中高元音,ə,笨,204QYxhzm11226笨,04青阳,03新河,02罗国胜
0712_row_00012961,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/04青阳/03新河/02罗国胜/ch1/1229.wav,1.43939,1.94901,中高元音,e,核,,04青阳,03新河,02罗国胜
0712_row_00012962,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/04青阳/03新河/02罗国胜/ch1/1243.wav,1.05953,1.26937,低元音,a,薄,204QYxhzm11243薄,04青阳,03新河,02罗国胜
0712_row_00012963,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/04青阳/03新河/02罗国胜/ch1/1252.wav,0.97,1.43412,低元音,a,庄,,04青阳,03新河,02罗国胜
0712_row_00012964,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/04青阳/03新河/02罗国胜/ch1/1286.wav,0.88742,1.23297,中高元音,o,恭,204QYxhzm11286恭,04青阳,03新河,02罗国胜
0712_row_00012965,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/04青阳/03新河/02罗国胜/ch1/1304.wav,0.68114,1.12047,中高元音,o,说,,04青阳,03新河,02罗国胜
0712_row_00012966,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/04青阳/03新河/02罗国胜/ch1/1305.wav,1.93288,2.26582,低元音,a,爸,204QYxhzm11305爸,04青阳,03新河,02罗国胜
0712_row_00012967,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/04青阳/03新河/02罗国胜/ch1/1306.wav,0.94357,1.27149,低元音,a,白,,04青阳,03新河,02罗国胜
0712_row_00012968,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/04青阳/03新河/02罗国胜/ch1/1314.wav,0.9621,1.40925,低元音,a,穿,,04青阳,03新河,02罗国胜
0712_row_00012969,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/04青阳/03新河/02罗国胜/ch1/1318.wav,1.2101,1.55537,中高元音,o,波,204QYxhzm11318波,04青阳,03新河,02罗国胜
0712_row_00012970,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/04青阳/03新河/02罗国胜/ch1/1322.wav,1.17873,1.72987,中高元音,o,弘,,04青阳,03新河,02罗国胜
0712_row_00012971,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/04青阳/03新河/02罗国胜/ch1/1324.wav,0.85412,1.27337,低元音,a,压,204QYxhzm11324压,04青阳,03新河,02罗国胜
0712_row_00012972,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/04青阳/03新河/02罗国胜/ch1/1325.wav,1.43725,1.8042,中低元音,ɛ,页,204QYxhzm11325页,04青阳,03新河,02罗国胜
0712_row_00012973,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/04青阳/03新河/03罗彬/ch1/0001.wav,1.2178,1.45076,中高元音,o,多,204QYxhqm10001多,04青阳,03新河,03罗彬
0712_row_00012974,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/04青阳/03新河/03罗彬/ch1/0003.wav,1.1502,1.55481,低元音,a,大,,04青阳,03新河,03罗彬
0712_row_00012975,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/04青阳/03新河/03罗彬/ch1/0013.wav,0.82767,1.22194,中高元音,o,破,,04青阳,03新河,03罗彬
0712_row_00012976,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/04青阳/03新河/03罗彬/ch1/0015.wav,2.93319,3.24971,中高元音,o,磨,204QYxhqm10015磨,04青阳,03新河,03罗彬
0712_row_00012977,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/04青阳/03新河/03罗彬/ch1/0016.wav,0.54746,0.94569,中高元音,o,磨,204QYxhqm10016磨,04青阳,03新河,03罗彬
0712_row_00012978,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/04青阳/03新河/03罗彬/ch1/0022.wav,1.12859,1.56933,中高元音,o,过,204QYxhqm10022过,04青阳,03新河,03罗彬
0712_row_00012979,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/04青阳/03新河/03罗彬/ch1/0028.wav,0.69,1.0001,低元音,a,把,204QYxhqm10028把,04青阳,03新河,03罗彬
0712_row_00012980,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/04青阳/03新河/03罗彬/ch1/0030.wav,0.5306,0.97006,低元音,a,马,204QYxhqm10030马,04青阳,03新河,03罗彬
0712_row_00012981,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/04青阳/03新河/03罗彬/ch1/0031.wav,1.25464,1.75511,低元音,a,骂,204QYxhqm10031骂,04青阳,03新河,03罗彬
0712_row_00012982,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/04青阳/03新河/03罗彬/ch1/0032.wav,0.61812,1.07955,低元音,a,茶,,04青阳,03新河,03罗彬
0712_row_00012983,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/04青阳/03新河/03罗彬/ch1/0033.wav,0.38012,0.94881,低元音,a,沙,,04青阳,03新河,03罗彬
0712_row_00012984,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/04青阳/03新河/03罗彬/ch1/0034.wav,0.51359,0.96444,低元音,a,假,204QYxhqm10034假,04青阳,03新河,03罗彬
0712_row_00012985,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/04青阳/03新河/03罗彬/ch1/0035.wav,0.90208,1.31116,低元音,a,嫁,204QYxhqm10035嫁,04青阳,03新河,03罗彬
0712_row_00012986,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/04青阳/03新河/03罗彬/ch1/0041.wav,1.21765,1.69916,中低元音,ɛ,姐,,04青阳,03新河,03罗彬
0712_row_00012987,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/04青阳/03新河/03罗彬/ch1/0042.wav,0.9751,1.40145,中低元音,ɛ,借,204QYxhqm10042借,04青阳,03新河,03罗彬
0712_row_00012988,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/04青阳/03新河/03罗彬/ch1/0043.wav,0.94674,1.41234,中低元音,ɛ,写,,04青阳,03新河,03罗彬
0712_row_00012989,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/04青阳/03新河/03罗彬/ch1/0045.wav,1.76756,2.3802,中低元音,ɛ,谢,,04青阳,03新河,03罗彬
0712_row_00012990,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/04青阳/03新河/03罗彬/ch1/0046.wav,0.97418,1.31645,中高元音,ə,车,,04青阳,03新河,03罗彬
0712_row_00012991,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/04青阳/03新河/03罗彬/ch1/0047.wav,0.55186,0.94142,中高元音,ə,蛇,,04青阳,03新河,03罗彬
0712_row_00012992,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/04青阳/03新河/03罗彬/ch1/0048.wav,0.76683,1.12775,中高元音,ə,射,,04青阳,03新河,03罗彬
0712_row_00012993,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/04青阳/03新河/03罗彬/ch1/0049.wav,0.838,1.13818,中高元音,ə,爷,204QYxhqm10049爷,04青阳,03新河,03罗彬
0712_row_00012994,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/04青阳/03新河/03罗彬/ch1/0050.wav,0.50364,0.97761,中低元音,ɛ,野,204QYxhqm10050野,04青阳,03新河,03罗彬
0712_row_00012995,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/04青阳/03新河/03罗彬/ch1/0051.wav,0.58649,1.03784,中高元音,ə,夜,204QYxhqm10051夜,04青阳,03新河,03罗彬
0712_row_00012996,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/04青阳/03新河/03罗彬/ch1/0052.wav,0.673,0.97385,低元音,a,瓜,204QYxhqm10052瓜,04青阳,03新河,03罗彬
0712_row_00012997,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/04青阳/03新河/03罗彬/ch1/0054.wav,0.52557,0.98504,低元音,a,花,,04青阳,03新河,03罗彬
0712_row_00012998,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/04青阳/03新河/03罗彬/ch1/0055.wav,0.81757,1.33381,低元音,a,化,,04青阳,03新河,03罗彬
0712_row_00012999,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/04青阳/03新河/03罗彬/ch1/0056.wav,0.70978,1.16154,低元音,a,华,,04青阳,03新河,03罗彬
0712_row_00013000,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/04青阳/03新河/03罗彬/ch1/0058.wav,0.80624,1.20806,高元音,u,布,204QYxhqm10058布,04青阳,03新河,03罗彬
0712_row_00013001,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/04青阳/03新河/03罗彬/ch1/0059.wav,0.66031,0.93328,高元音,u,铺,,04青阳,03新河,03罗彬
0712_row_00013002,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/04青阳/03新河/03罗彬/ch1/0065.wav,1.89462,2.28428,高元音,u,杜,204QYxhqm10065杜,04青阳,03新河,03罗彬
0712_row_00013003,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/04青阳/03新河/03罗彬/ch1/0068.wav,0.59603,0.92524,高元音,u,租,,04青阳,03新河,03罗彬
0712_row_00013004,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/04青阳/03新河/03罗彬/ch1/0072.wav,0.34365,0.71576,高元音,u,古,204QYxhqm10072古,04青阳,03新河,03罗彬
0712_row_00013005,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/04青阳/03新河/03罗彬/ch1/0076.wav,0.97494,1.45135,高元音,u,五,204QYxhqm10076五,04青阳,03新河,03罗彬
0712_row_00013006,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/04青阳/03新河/03罗彬/ch1/0079.wav,1.14285,1.71728,高元音,u,户,,04青阳,03新河,03罗彬
0712_row_00013007,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/04青阳/03新河/03罗彬/ch1/0080.wav,1.0516,1.47052,高元音,u,乌,204QYxhqm10080乌,04青阳,03新河,03罗彬
0712_row_00013008,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/04青阳/03新河/03罗彬/ch1/0081.wav,1.14123,1.63407,高元音,y,女,204QYxhqm10081女,04青阳,03新河,03罗彬
0712_row_00013009,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/04青阳/03新河/03罗彬/ch1/0084.wav,0.83507,1.19322,高元音,u,猪,204QYxhqm10084猪,04青阳,03新河,03罗彬
0712_row_00013010,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/04青阳/03新河/03罗彬/ch1/0085.wav,0.87145,1.52862,高元音,u,除,,04青阳,03新河,03罗彬
0712_row_00013011,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/04青阳/03新河/03罗彬/ch1/0086.wav,1.34382,1.85289,高元音,u,初,,04青阳,03新河,03罗彬
0712_row_00013012,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/04青阳/03新河/03罗彬/ch1/0087.wav,0.8718,1.32609,中高元音,o,锄,,04青阳,03新河,03罗彬
0712_row_00013013,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/04青阳/03新河/03罗彬/ch1/0088.wav,0.58443,1.14764,高元音,u,所,,04青阳,03新河,03罗彬
0712_row_00013014,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/04青阳/03新河/03罗彬/ch1/0089.wav,0.65384,1.11365,高元音,u,书,,04青阳,03新河,03罗彬
0712_row_00013015,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/04青阳/03新河/03罗彬/ch1/0090.wav,1.20123,1.75194,高元音,u,鼠,,04青阳,03新河,03罗彬
0712_row_00013016,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/04青阳/03新河/03罗彬/ch1/0092.wav,0.95,1.40322,高元音,y,举,204QYxhqm10092举,04青阳,03新河,03罗彬
0712_row_00013017,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/04青阳/03新河/03罗彬/ch1/0093.wav,0.85395,1.27461,高元音,y,锯,204QYxhqm10093锯,04青阳,03新河,03罗彬
0712_row_00013018,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/04青阳/03新河/03罗彬/ch1/0094.wav,1.48234,1.97868,高元音,y,去,,04青阳,03新河,03罗彬
0712_row_00013019,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/04青阳/03新河/03罗彬/ch1/0095.wav,0.94883,1.36622,高元音,y,渠,,04青阳,03新河,03罗彬
0712_row_00013020,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/04青阳/03新河/03罗彬/ch1/0096.wav,0.84672,1.26526,高元音,y,鱼,204QYxhqm10096鱼,04青阳,03新河,03罗彬
0712_row_00013021,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/04青阳/03新河/03罗彬/ch1/0097.wav,0.6059,1.13902,高元音,y,许,,04青阳,03新河,03罗彬
0712_row_00013022,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/04青阳/03新河/03罗彬/ch1/0098.wav,2.29098,2.87177,高元音,y,余,204QYxhqm10098余,04青阳,03新河,03罗彬
0712_row_00013023,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/04青阳/03新河/03罗彬/ch1/0099.wav,0.80657,1.35279,高元音,y,府,,04青阳,03新河,03罗彬
0712_row_00013024,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/04青阳/03新河/03罗彬/ch1/0100.wav,0.54749,0.9955,高元音,y,付,,04青阳,03新河,03罗彬
0712_row_00013025,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/04青阳/03新河/03罗彬/ch1/0101.wav,0.12047,0.63073,高元音,y,父,,04青阳,03新河,03罗彬
0712_row_00013026,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/04青阳/03新河/03罗彬/ch1/0102.wav,0.82171,1.33905,高元音,u,武,204QYxhqm10102武,04青阳,03新河,03罗彬
0712_row_00013027,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/04青阳/03新河/03罗彬/ch1/0103.wav,0.4685,0.97639,高元音,y,雾,204QYxhqm10103雾,04青阳,03新河,03罗彬
0712_row_00013028,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/04青阳/03新河/03罗彬/ch1/0104.wav,1.06732,1.59943,高元音,y,取,,04青阳,03新河,03罗彬
0712_row_00013029,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/04青阳/03新河/03罗彬/ch1/0105.wav,0.55211,1.0463,高元音,u,柱,,04青阳,03新河,03罗彬
0712_row_00013030,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/04青阳/03新河/03罗彬/ch1/0106.wav,0.75787,1.18195,高元音,u,住,204QYxhqm10106住,04青阳,03新河,03罗彬
0712_row_00013031,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/04青阳/03新河/03罗彬/ch1/0107.wav,0.68939,1.24567,高元音,u,数,,04青阳,03新河,03罗彬
0712_row_00013032,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/04青阳/03新河/03罗彬/ch1/0108.wav,0.71132,1.34227,高元音,u,数,,04青阳,03新河,03罗彬
0712_row_00013033,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/04青阳/03新河/03罗彬/ch1/0109.wav,0.78485,1.24772,高元音,u,主,204QYxhqm10109主,04青阳,03新河,03罗彬
0712_row_00013034,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/04青阳/03新河/03罗彬/ch1/0110.wav,0.3376,0.83156,高元音,u,输,,04青阳,03新河,03罗彬
0712_row_00013035,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/04青阳/03新河/03罗彬/ch1/0111.wav,0.95311,1.56863,高元音,u,竖,,04青阳,03新河,03罗彬
0712_row_00013036,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/04青阳/03新河/03罗彬/ch1/0112.wav,0.88906,1.45868,高元音,u,树,,04青阳,03新河,03罗彬
0712_row_00013037,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/04青阳/03新河/03罗彬/ch1/0113.wav,1.17652,1.70465,高元音,y,句,204QYxhqm10113句,04青阳,03新河,03罗彬
0712_row_00013038,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/04青阳/03新河/03罗彬/ch1/0114.wav,1.16442,1.61958,高元音,y,区,,04青阳,03新河,03罗彬
0712_row_00013039,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/04青阳/03新河/03罗彬/ch1/0115.wav,0.74601,1.30721,高元音,y,遇,204QYxhqm10115遇,04青阳,03新河,03罗彬
0712_row_00013040,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/04青阳/03新河/03罗彬/ch1/0116.wav,0.5606,1.17541,高元音,y,雨,204QYxhqm10116雨,04青阳,03新河,03罗彬
0712_row_00013041,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/04青阳/03新河/03罗彬/ch1/0117.wav,1.40179,1.96988,高元音,y,芋,204QYxhqm10117芋,04青阳,03新河,03罗彬
0712_row_00013042,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/04青阳/03新河/03罗彬/ch1/0120.wav,0.7037,1.02875,低元音,a,台,204QYxhqm10120台,04青阳,03新河,03罗彬
0712_row_00013043,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/04青阳/03新河/03罗彬/ch1/0124.wav,0.76874,1.12609,低元音,a,财,204QYxhqm10124财,04青阳,03新河,03罗彬
0712_row_00013044,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/04青阳/03新河/03罗彬/ch1/0127.wav,0.71178,1.08595,低元音,a,开,204QYxhqm10127开,04青阳,03新河,03罗彬
0712_row_00013045,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/04青阳/03新河/03罗彬/ch1/0130.wav,0.94278,1.42495,中高元音,e,贝,204QYxhqm10130贝,04青阳,03新河,03罗彬
0712_row_00013046,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/04青阳/03新河/03罗彬/ch1/0134.wav,0.78183,1.3239,低元音,a,拜,204QYxhqm10134拜,04青阳,03新河,03罗彬
0712_row_00013047,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/04青阳/03新河/03罗彬/ch1/0137.wav,2.31609,2.74376,中低元音,ɛ,戒,204QYxhqm10137戒,04青阳,03新河,03罗彬
0712_row_00013048,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/04青阳/03新河/03罗彬/ch1/0138.wav,0.79943,1.21088,低元音,a,摆,204QYxhqm10138摆,04青阳,03新河,03罗彬
0712_row_00013049,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/04青阳/03新河/03罗彬/ch1/0145.wav,0.6389,0.94754,中低元音,ɛ,街,204QYxhqm10145街,04青阳,03新河,03罗彬
0712_row_00013050,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/04青阳/03新河/03罗彬/ch1/0146.wav,0.82553,1.21068,中低元音,ɛ,解,204QYxhqm10146解,04青阳,03新河,03罗彬
0712_row_00013051,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/04青阳/03新河/03罗彬/ch1/0147.wav,0.79219,1.09099,中低元音,ɛ,鞋,204QYxhqm10147鞋,04青阳,03新河,03罗彬
0712_row_00013052,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/04青阳/03新河/03罗彬/ch1/0148.wav,0.955,1.47399,中高元音,e,蟹,,04青阳,03新河,03罗彬
0712_row_00013053,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/04青阳/03新河/03罗彬/ch1/0150.wav,0.64755,1.01383,低元音,a,败,204QYxhqm10150败,04青阳,03新河,03罗彬
0712_row_00013054,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/04青阳/03新河/03罗彬/ch1/0151.wav,0.995,1.3321,高元音,i,币,204QYxhqm10151币,04青阳,03新河,03罗彬
0712_row_00013055,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/04青阳/03新河/03罗彬/ch1/0154.wav,0.41542,0.84254,高元音,i,艺,204QYxhqm10154艺,04青阳,03新河,03罗彬
0712_row_00013056,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/04青阳/03新河/03罗彬/ch1/0155.wav,0.55211,1.07401,高元音,i,米,204QYxhqm10155米,04青阳,03新河,03罗彬
0712_row_00013057,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/04青阳/03新河/03罗彬/ch1/0156.wav,0.79005,1.21286,高元音,i,低,204QYxhqm10156低,04青阳,03新河,03罗彬
0712_row_00013058,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/04青阳/03新河/03罗彬/ch1/0157.wav,1.07,1.50353,高元音,i,梯,,04青阳,03新河,03罗彬
0712_row_00013059,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/04青阳/03新河/03罗彬/ch1/0158.wav,0.38662,0.82803,高元音,i,剃,,04青阳,03新河,03罗彬
0712_row_00013060,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/04青阳/03新河/03罗彬/ch1/0159.wav,0.74355,1.23829,高元音,i,弟,,04青阳,03新河,03罗彬
0712_row_00013061,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/04青阳/03新河/03罗彬/ch1/0160.wav,0.82687,1.41772,高元音,i,递,,04青阳,03新河,03罗彬
0712_row_00013062,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/04青阳/03新河/03罗彬/ch1/0161.wav,0.73105,1.2066,高元音,i,泥,204QYxhqm10161泥,04青阳,03新河,03罗彬
0712_row_00013063,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/04青阳/03新河/03罗彬/ch1/0162.wav,1.07595,1.47863,高元音,i,犁,204QYxhqm10162犁,04青阳,03新河,03罗彬
0712_row_00013064,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/04青阳/03新河/03罗彬/ch1/0163.wav,0.58097,1.07348,高元音,i,西,,04青阳,03新河,03罗彬
0712_row_00013065,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/04青阳/03新河/03罗彬/ch1/0164.wav,0.66705,1.25602,高元音,i,洗,,04青阳,03新河,03罗彬
0712_row_00013066,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/04青阳/03新河/03罗彬/ch1/0165.wav,0.33418,0.72662,高元音,i,鸡,204QYxhqm10165鸡,04青阳,03新河,03罗彬
0712_row_00013067,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/04青阳/03新河/03罗彬/ch1/0166.wav,0.81332,1.38028,高元音,i,溪,,04青阳,03新河,03罗彬
0712_row_00013068,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/04青阳/03新河/03罗彬/ch1/0168.wav,1.42182,1.99399,高元音,i,系,,04青阳,03新河,03罗彬
0712_row_00013069,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/04青阳/03新河/03罗彬/ch1/0169.wav,0.87944,1.12911,中高元音,e,杯,204QYxhqm10169杯,04青阳,03新河,03罗彬
0712_row_00013070,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/04青阳/03新河/03罗彬/ch1/0170.wav,1.37775,1.78941,中高元音,e,配,204QYxhqm10170配,04青阳,03新河,03罗彬
0712_row_00013071,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/04青阳/03新河/03罗彬/ch1/0174.wav,0.79443,1.2681,中高元音,e,妹,204QYxhqm10174妹,04青阳,03新河,03罗彬
0712_row_00013072,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/04青阳/03新河/03罗彬/ch1/0175.wav,1.23491,1.69284,高元音,u,队,204QYxhqm10175队,04青阳,03新河,03罗彬
0712_row_00013073,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/04青阳/03新河/03罗彬/ch1/0176.wav,0.68783,1.09903,中高元音,e,雷,204QYxhqm10176雷,04青阳,03新河,03罗彬
0712_row_00013074,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/04青阳/03新河/03罗彬/ch1/0179.wav,0.52113,0.79014,中高元音,e,灰,204QYxhqm10179灰,04青阳,03新河,03罗彬
0712_row_00013075,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/04青阳/03新河/03罗彬/ch1/0180.wav,0.81586,1.1864,高元音,u,回,204QYxhqm10180回,04青阳,03新河,03罗彬
0712_row_00013076,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/04青阳/03新河/03罗彬/ch1/0181.wav,0.72375,1.11578,低元音,a,外,204QYxhqm10181外,04青阳,03新河,03罗彬
0712_row_00013077,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/04青阳/03新河/03罗彬/ch1/0182.wav,0.79029,1.24869,高元音,u,会,,04青阳,03新河,03罗彬
0712_row_00013078,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/04青阳/03新河/03罗彬/ch1/0185.wav,0.77752,1.11578,低元音,a,怀,204QYxhqm10185怀,04青阳,03新河,03罗彬
0712_row_00013079,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/04青阳/03新河/03罗彬/ch1/0186.wav,0.7096,1.22981,低元音,a,坏,,04青阳,03新河,03罗彬
0712_row_00013080,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/04青阳/03新河/03罗彬/ch1/0188.wav,1.5646,1.99496,低元音,a,挂,204QYxhqm10188挂,04青阳,03新河,03罗彬
0712_row_00013081,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/04青阳/03新河/03罗彬/ch1/0189.wav,0.63176,1.0007,低元音,a,歪,204QYxhqm10189歪,04青阳,03新河,03罗彬
0712_row_00013082,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/04青阳/03新河/03罗彬/ch1/0190.wav,0.57115,1.03575,低元音,a,画,204QYxhqm10190画,04青阳,03新河,03罗彬
0712_row_00013083,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/04青阳/03新河/03罗彬/ch1/0192.wav,0.57864,1.06758,低元音,a,话,204QYxhqm10192话,04青阳,03新河,03罗彬
0712_row_00013084,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/04青阳/03新河/03罗彬/ch1/0193.wav,0.72713,1.19952,中高元音,e,岁,,04青阳,03新河,03罗彬
0712_row_00013085,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/04青阳/03新河/03罗彬/ch1/0194.wav,0.67252,1.15443,中高元音,e,卫,204QYxhqm10194卫,04青阳,03新河,03罗彬
0712_row_00013086,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/04青阳/03新河/03罗彬/ch1/0195.wav,0.90837,1.35606,中高元音,e,肺,,04青阳,03新河,03罗彬
0712_row_00013087,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/04青阳/03新河/03罗彬/ch1/0196.wav,0.91043,1.30349,中高元音,e,桂,204QYxhqm10196桂,04青阳,03新河,03罗彬
0712_row_00013088,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/04青阳/03新河/03罗彬/ch1/0197.wav,0.77611,1.09903,中高元音,e,碑,204QYxhqm10197碑,04青阳,03新河,03罗彬
0712_row_00013089,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/04青阳/03新河/03罗彬/ch1/0198.wav,0.71085,1.1538,高元音,i,皮,,04青阳,03新河,03罗彬
